VENDEDOR	CLIENTE	ROTULO	DESCRICAO	OP	COD.CAPACIDADE	CAPACIDADE	DATA ENTRADA	DATA PREPARACAO	DATA LITOGRAFIA	DATA MONSTAGEM	DATA ENTREGA	QUANTIDADE PEDIDO	QTDE FOLHAS	QTDE POR FOLHA	VERNIZ.INT 01	VERNIZ.INT 02	ESMALTE	REVESTIMENTO	VERNIZ.ACABAMENTO	PREPARACAO	1a.COR	2a.COR	3a.COR	4a.COR	5a.COR	LITOGRAFIA	FECHAMENTO
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.03.1	18L (H)- SOLVENTEX  ZARCOTEX  PREMIUM	119742012	18	18 L.	05/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	180	0	0			ESM.AMARELO PADRÃO	SEM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	BRANCO OPACO	BORDO SV	MARROM ZARCOTEX	PRETO		Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.04.1	18L (H)- SOLVENTEX  ZINCOTEX (VERDE)	119752012	18	18 L.	05/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	900	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	VERDE ZINCOTEX				Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.07.1	18L (H)- SOLVENTEX  PRIMERTEX PREMIUM CINZA	119762012	18	18 L.	05/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	180	0	0			OURO VIWACRIL	SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO	VERMELHO LINOVA	CINZA PRIMERTEX	PRETO			Ø42	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.08.1	18L (H)- SOLVENTEX  (AMARELA)  	119772012	18	18 L.	05/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	540	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	OURO PREPARADO	AZUL TOZAN	AMARELO MEDIO			Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.30.0	18L (H)- SOLVENTEX  GALVANITEX	119782012	18	18 L.	05/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	180	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	BRANCO OPACO 2ªPASS	BRANCO OPACO	VERMELHO LINOVA			Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.33.0	18L (H)- SOLVENTEX   ZARCOTEX  (LARANJA)	119792012	18	18 L.	05/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	900	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	LARANJA RILAPLAST				Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.15.2	18L- VINILAR LATEX VINIL ACRIL.ECONO.  C/VZ GRIS	119802012	18	18 L.	05/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	900	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL VINILPLAST	VERMELHO TRANSPARENTE	AMARELO EUROPA			Ø170	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.16.2	18L- VINILTEX  PISO  C/VZ GRIS	119812012	18	18 L.	05/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	180	0	0	EPOXI ESMALTE GRIS		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERDE AUDI	PRETO	AMARELO BANDEIRA	VERMELHO LINOVA	AZUL DURAMAR		Ø170	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.17.1	18L- VINILTEX  COMPLEMENTO  C/VZ GRIS	119822012	18	18 L.	05/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	360	0	0	EPOXI ESMALTE GRIS		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		CINZA PRIMERTEX	VERMELHO LINOVA	PRETO				Ø170	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.18.3	18L- VINILTEX  TEXTURA  ACRILICA  C/VZ GRISE 	119832012	18	18 L.	05/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	540	0	0	EPOXI ESMALTE GRIS		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL DURAMAR	VERMELHO TRANSPARENTE	LARANJA RILAPLAST	CREME PREPARADO		Ø170 c/v Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.34.1	18L- VINILTEX  ACRILICO  STANDARD  C/VZ  GRIS	119842012	18	18 L.	05/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	360	0	0	EPOXI ESMALTE GRIS		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AZUL ESCALA	LARANJA RILAPLAST	MAGENTA BERTONCINI	PRETO	AMARELO ESCALA		Ø170	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	119852012	5	5 L.	05/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	119862012	5	5 L.	05/12/2012	05/12/2012	09/12/2012	10/12/2012	12/12/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	119872012	5	5 L.	05/12/2012	07/12/2012	11/12/2012	12/12/2012	14/12/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	119882012	5	5 L.	05/12/2012	11/12/2012	15/12/2012	16/12/2012	18/12/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	119892012	5	5 L.	05/12/2012	13/12/2012	17/12/2012	18/12/2012	20/12/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	119902012	5	5 L.	05/12/2012	19/12/2012	23/12/2012	24/12/2012	26/12/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	119912012	5	5 L.	05/12/2012	21/12/2012	25/12/2012	26/12/2012	28/12/2012	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	119922012	5	5 L.	05/12/2012	27/12/2012	31/12/2012	01/01/2013	03/01/2013	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	005.0112.01.0	5L- GOL QUIMICA	119932012	5	5 L.	05/12/2012	31/12/2012	04/01/2013	05/01/2013	07/01/2013	8064	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	CINZA PREPARADO	AZUL TOZAN RAZ NOVO	VERMELHO LINOVA			Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	018.0112.02.0	18L- GOL  SILICONE  HIDROREPELENTE	119942012	18	18 L.	05/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	2940	0	0		EPOXI FENOLICO	ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AMARELO BANDEIRA	MAGENTA BERTONCINI	CINZA PREPARADO	PRETO		Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	018.0112.02.0	18L- GOL  SILICONE  HIDROREPELENTE	119952012	18	18 L.	05/12/2012	10/12/2012	14/12/2012	15/12/2012	17/12/2012	2940	0	0		EPOXI FENOLICO	ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AMARELO BANDEIRA	MAGENTA BERTONCINI	CINZA PREPARADO	PRETO		Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	018.0112.02.0	18L- GOL  SILICONE  HIDROREPELENTE	119962012	18	18 L.	05/12/2012	13/12/2012	17/12/2012	18/12/2012	20/12/2012	2940	0	0		EPOXI FENOLICO	ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AMARELO BANDEIRA	MAGENTA BERTONCINI	CINZA PREPARADO	PRETO		Ø42	
ANGELA QUIRINO	GOL BRASIL IND. QUÍMICA LTDA	018.0112.02.0	18L- GOL  SILICONE  HIDROREPELENTE	119972012	18	18 L.	05/12/2012	21/12/2012	25/12/2012	26/12/2012	28/12/2012	2940	0	0		EPOXI FENOLICO	ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AMARELO BANDEIRA	MAGENTA BERTONCINI	CINZA PREPARADO	PRETO		Ø42	
ANGELA QUIRINO	MDS IND. DE TINTAS E TEXTURA LTDA. EPP	018.1167.01.0	18L- MDS  RENOVE  RESID. NOVA FORM. PREM. VERM	119982012	18	18 L.	05/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	1000	0	0	EPOXI FENOLICO		OURO VIWACRIL	COM VZ INTERNO	ACABAMENTO COMUM		BRANCO BRILTINTAS	AMARELO BANDEIRA	AZUL DURAMAR	PRETO	MAGENTA BERTONCINI		Ø170	
DALTON	J.P.G. CAVALCANTE - ME	018.1662.01.0	18L- METALICACOR  LITORAL  ACRIL. PREMIUM	119992012	18	18 L.	05/12/2012	01/12/2012	05/12/2012	06/12/2012	08/12/2012	2000	0	0		EPOXI FENOLICO		COM VZ INTERNO	ACABAMENTO COMUM								Ø170	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.01.0	18L (H)- EM101 FORMICA  ADESIVO DE CONTATO 	120002012	18	18 L.	06/12/2012	01/12/2012	05/12/2012	06/12/2012	08/12/2012	3000	0	0			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	VERMELHO LINOVA				Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.07.0	18L (H)- EM022  BIQ  COLA BERTONCINI	120012012	18	18 L.	06/12/2012	01/12/2012	05/12/2012	06/12/2012	08/12/2012	3000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
SANDRA REGINA DA SILVA	PIROSOL PRODS. QUIMICOS LTDA	005.0201.02.0	5L- PIROSOL A216	120022012	5	5 L.	06/12/2012	12/12/2012	16/12/2012	17/12/2012	19/12/2012	2500	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		VERDE AUDI	VERMELHO LINOVA	AZUL EUROPA	VERDE 355 PROCESSO			Ø42	
SANDRA REGINA DA SILVA	ALVONIL IND. DE TINTAS E VERNIZES LTDA	018.0005.08.0	18L- ALVOTEX  LATEX  PVA	120032012	18	18 L.	06/12/2012	07/12/2012	11/12/2012	12/12/2012	14/12/2012	2000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	VERMELHO TRANSPARENTE	AZUL EUROPA	AMARELO EUROPA	PRETO		Ø170	
SANDRA REGINA DA SILVA	MAZA PRODUTOS QUIMICOS LTDA	018.0136.20.0	18L- MAZA  COMPLEMENTO	120042012	18	18 L.	06/12/2012	11/12/2012	15/12/2012	16/12/2012	18/12/2012	2478	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		MAGENTA BERTONCINI	PRETO	AMARELO EUROPA	VERMELHO MAZA	AZUL DURAMAR		Ø170	
ELENICE MARTIRE	LUQCORES IMD. E COM. DE TINTAS LTDA.  EPP	018.1540.09.0	18L-  RECUPERADA  S/VZ  Ø170 - Ø57 - Ø42	120052012	18	18 L.	06/12/2012	01/12/2012	05/12/2012	06/12/2012	08/12/2012	500	262	2				COM VZ INTERNO									Ø170	
LUCIANA	IND. QUIMICAS IRAJA LTDA	018.0162.01.0	18L- IRAJA  CASA LINDA VINIL ACRILICO(AZUL)	120062012	18	18 L.	06/12/2012	04/12/2012	08/12/2012	09/12/2012	11/12/2012	2500	0	0	EPOXI FENOLICO	EPOXI FENOLICO 2ªPASS.	ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	MAGENTA BERTONCINI	PRETO	AZUL EUROPA	AMARELO ESCALA		Ø170	
LUCIANA	IND. QUIMICAS IRAJA LTDA	018.0162.01.0	18L- IRAJA  CASA LINDA VINIL ACRILICO(AZUL)	120072012	18	18 L.	06/12/2012	07/12/2012	11/12/2012	12/12/2012	14/12/2012	2500	0	0	EPOXI FENOLICO	EPOXI FENOLICO 2ªPASS.	ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	MAGENTA BERTONCINI	PRETO	AZUL EUROPA	AMARELO ESCALA		Ø170	
LUCIANA	IND. QUIMICAS IRAJA LTDA	018.0162.11.2	18L- IRAJA  COMPLEMENTO  ALVENARIA	120082012	18	18 L.	06/12/2012	05/12/2012	09/12/2012	10/12/2012	12/12/2012	2500	0	0	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	VERMELHO LINOVA	PRETO	AMARELO BANDEIRA	MAGENTA EUROPA		Ø170	
LUCIANA	IND. QUIMICAS IRAJA LTDA	018.0162.23.1	18L- IRAJA  ACRILICO  PROFISSIONAL	120092012	18	18 L.	06/12/2012	01/12/2012	05/12/2012	06/12/2012	08/12/2012	2500	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	AMARELO ESCALA	MAGENTA EUROPA	AZUL EUROPA	VERDE PREPARADO		Ø170	
LUCIANA	IND. QUIMICAS IRAJA LTDA	025.0162.01.1	25KG- IRAJA MASSAS E TEXTURAS	120102012	25	25KG(14L).	06/12/2012	06/12/2012	10/12/2012	11/12/2012	13/12/2012	3360	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	MAGENTA BERTONCINI	AZUL DURAMAR	AMARELO BANDEIRA	VERDE LANOVINIL		Ø130	
DALTON	KILLING BAHIA TINTAS E ADESIVOS LTDA.	018.1233.01.0	18L (H)- KILLING KISAFIX  USO PROFIS. C/VZ	120112012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	6000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	AZUL PREPARADO	VERMELHO PREPARADO	BRANCO OPACO			Ø57	
DALTON	ARTECOLA INDÚSTRIAS QUÍMICAS LTDA  RS	018.0074.04.1	18L (H)-  ARTECOLA   FORBO  ADES. INCOLOR	120122012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	AZUL EUROPA				Ø57	
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	025.1368.01.1	24KG- UNIVERSO MASSA CORRIDA	120132012	25	25KG(14L).	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		PRETO	BRANCO OPACO	AZUL CLARO PREPARADO	AZUL ESCURO PREPARADO			Ø130	
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	025.1368.02.1	24KG- UNIVERSO TEXTURA  ACRIL. PREMIUM	120142012	25	25KG(14L).	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	AMARELO ESCALA	AZUL DURAMAR	MAGENTA EUROPA	PRETO		Ø130	
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	025.1368.03.0	24KG- POLIPLAST  TEXT. ACRILICA.  LISA  (JP)	120152012	25	25KG(14L).	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERDE PREPARADO	AZUL CLARO PREPARADO	AMARELO ESCALA	MAGENTA BERTONCINI	AZUL ESCURO PREPARADO		Ø130	
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	025.1368.05.0	24KG- POLIPLAST  TEXTURA  ACRILICA  RUSTICA	120162012	25	25KG(14L).	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	1500	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	MAGENTA BERTONCINI	VERDE ADEFLEX	AZUL DURAMAR	AZUL VINILPLAST		Ø130	
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	018.0609.01.1	18L (H)- AMAZONAS COM VZ INT	120172012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERDE ESC.AMAZONAS	AZUL AMAZONAS	VERMELHO LINOVA		Ø57	
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	018.0609.02.6	18L (H)- AMAZONAS SEM VZ INT	120182012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	3000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERMELHO LINOVA	AZUL AMAZONAS	VERDE ESC.AMAZONAS		Ø57	
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	018.1368.01.0	18L- UNIVERSO TEXTURA  ACRILICA  	120192012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	MAGENTA BERTONCINI	VERDE PREPARADO	BRANCO OPACO	AZUL EUROPA		Ø170	
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	018.1368.02.0	18L- LUXENS MASSA CORRIDA - 30KG  LEROY	120202012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	2600	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERDE PREPARADO	VERDE AUDI	MAGENTA EUROPA	PRETO	AZUL EUROPA		Ø170	
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	018.1368.03.1	18L- UNIVERSO MASSA  ACRILICA  PREMIUM	120212012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	2600	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		AMARELO ESCALA	AZUL EUROPA	AZUL DURAMAR	BRANCO OPACO			Ø170	
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	018.1368.05.1	18L- UNIVERSO MASSA CORRIDA	120222012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	2600	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		AZUL CLARO PREPARADO	AMARELO BANDEIRA	AZUL ESCURO PREPARADO	PRETO	BRANCO OPACO		Ø170	
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	018.1368.11.1	18L- UNILAR SELADOR ACRILICO ECONO.	120232012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	2600	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO	AZUL EUROPA	AZUL PREPARADO	AMARELO ESCALA	BRANCO UNIVERSO		Ø170	
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	018.1368.17.1	18L- POLIPLAST  TINTA  ACRIL. ECONO. (JP)	120242012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	2600	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AZUL CLARO PREPARADO	MAGENTA BERTONCINI	AMARELO ESCALA	AZUL EUROPA	AZUL ESCURO PREPARADO		Ø170	
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	018.1368.30.0	18L- UNIVERSO  HOMETEX  ACRIL.  ECONO	120252012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	1200	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	AZUL DURAMAR	MAGENTA BERTONCINI				Ø170	
LUCIANA	IND. QUIMICAS IRAJA LTDA	018.0162.17.0	18L- AMERICAN COLORS COMPLEMENTOS	120262012	18	18 L.	06/12/2012	05/12/2012	09/12/2012	10/12/2012	12/12/2012	800	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AMARELO EUROPA	MAGENTA BERTONCINI	AZUL EUROPA	AZUL METALCOR	PRETO		Ø170	
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	019.0088.02.1	BALDE- BRASITEC TINTAS TEC.  S/VZ (VERDE)	120272012	19	BALDE.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	1960	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	OURO POLYVINIL	MAGENTA EUROPA	VERDE BRASITEC	BRANCO BRILTINTAS		Ø80	
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	018.0088.02.1	18L (H)- BRASILUX  DILUENTES/ADITIVOS (AZUL)	120282012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	2940	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		VERDE BRASITEC 2ªPASS	MAGENTA EUROPA	AZUL EUROPA	VERDE BRASITEC	BRANCO BRILTINTAS		Ø57	
CLAUDIO FRANCO DA ROCHA	WEG  TINTAS  LTDA	018.0824.01.1	18L (H)- STARCAR COMPLEM.  AUTOMO.	120292012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	900	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL TOZAN	BRANCO BRILTINTAS	OURO STARCAR	PRETO		Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.03.1	18L (H)- EM137  LEO  ADESIVO DE CONTATO	120302012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	1500	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL DURAMAR	PRETO	AMARELO BANDEIRA			Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.07.0	18L (H)- EM022  BIQ  COLA BERTONCINI	120312012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	1500	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
DALTON	ARTECOLA INDÚSTRIAS QUÍMICAS LTDA  RS	018.0074.04.1	18L (H)-  ARTECOLA   FORBO  ADES. INCOLOR	120322012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	AZUL EUROPA				Ø57	
DALTON	LECIO FARIA GONÇALVES	018.0901.01.1	18L- TOKSUPER TINTAS E COMPLEM.	120332012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	1500	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		MAGENTA EUROPA	PRETO	BRANCO OPACO	AMARELO ESCALA	AZUL EUROPA		Ø170	
DALTON	LECIO FARIA GONÇALVES	018.0901.02.0	18L- APLIC  KS  TINTAS	120342012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	1500	0	0	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VZ INTERNO	ACABAMENTO COMUM		PRETO	MAGENTA BERTONCINI	AMARELO BANDEIRA	AZUL DURAMAR			Ø170	
DALTON	HIPERFLEX  IND. DE TINTAS  E REVESTIMENTOS LTDA	018.0449.13.0	18L- ARGALIT  VINIL  ACRILICA	120352012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	3000	0	0		EPOXI FENOLICO	ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM								Ø170	
DALTON	GEKAR IND. QUÍMICA LTDA	018.0111.03.1	18L- GEKAR  TINTA ACRILICA STANDARD	120362012	18	18 L.	06/12/2012	03/12/2012	07/12/2012	08/12/2012	10/12/2012	2520	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		MAGENTA BERTONCINI	PRETO	AMARELO BANDEIRA	AZUL DURAMAR			Ø170	
